harrowing,4
askance,2
lancet,1
rankle,1
ramify,1
gainsay,2
polity,1
credence,3
indemnify,4
ingratiate,5
declivity,4
importunate,6
passe,1
whittle,2
repine,1
flay,1
larder,1
threadbare,5
grisly,1
untoward,3
idiosyncrasy,7
quip,1
blatant,2
stanch,1
incongruity,6
perfidious,5
platitude,4
revelry,2
delve,1
extenuate,4
polemic,2
enrapture,4
virtuoso,3
glower,1
mundane,2
fatuous,2
incorrigible,7
postulate,4
gist,1
vociferous,5
purvey,1
baleful,2
gibe,1
dyspeptic,4
prude,1
luminary,3
amenable,3
willful,2
overbearing,6
dais,1
automate,3
enervate,3
wheedle,2
gusto,1
bouillon,3
omniscient,5
apostate,3
carrion,2
emolument,4
ungainly,3
impiety,2
decadence,4
homily,1
avocation,4
circumvent,5
syllogism,4
collation,4
haggle,1
waylay,1
savant,1
cohort,1
unction,2
adjure,1
acrimony,3
clarion,2
turbid,1
cupidity,3
disaffected,6
preternatural,8
eschew,1
expatiate,4
didactic,3
sinuous,2
rancor,1
puissant,3
homespun,3
embroil,2
pathological,7
resonant,3
libretto,3
flail,1
bandy,1
gratis,1
upshot,1
aphorism,3
redoubtable,6
corpulent,4
benighted,4
sententious,6
cabal,1
paraphernalia,8
vitiate,2
adulation,4
quaff,1
unassuming,5
libertine,4
maul,1
adage,1
expostulation,8
tawdry,1
trite,1
hireling,3
ensconce,3
egregious,4
cogent,1
incisive,3
errant,1
sedulous,3
incandescent,7
derelict,3
entomology,5
execrable,4
sluice,1
moot,1
evanescent,5
vat,1
dapper,1
asperity,3
flair,1
mote,1
circumspect,6
inimical,3
apropos,2
gruel,1
gentility,4
disapprobation,9
cameo,1
gouge,1
oratorio,3
inclement,4
scintilla,4
confluence,5
squalor,2
stricture,4
emblazon,3
augury,1
abut,1
banal,1
congeal,2
pilfer,1
malcontent,5
sublimate,4
eugenic,2
lineament,4
firebrand,4
fiasco,1
foolhardy,4
retrench,3
ulterior,3
equable,2
inured,1
invidious,4
unmitigated,6
concomitant,6
cozen,1
phlegmatic,5
dormer,1
pontifical,5
disport,2
apologist,4
abeyance,3
enclave,2
improvident,6
disquisition,7
categorical,6
placate,2
redolent,3
felicitous,5
gusty,1
natty,1
pacifist,3
buxom,1
heyday,1
herculean,4
burgeon,2
crone,1
prognosticate,8
lout,1
simper,1
iniquitous,5
rile,1
sentient,3
garish,1
readjustment,7
erstwhile,4
aquiline,3
bilious,2
vilify,1
nuance,1
gawk,1
refectory,4
palatial,3
mincing,2
trenchant,4
emboss,1
proletarian,6
careen,1
debacle,2
sycophant,4
crabbed,2
archetype,4
cryptic,2
penchant,3
bauble,1
mountebank,5
fawning,2
hummock,2
apotheosis,5
discretionary,8
pithy,1
comport,2
checkered,4
ambrosia,3
factious,3
disgorge,3
filch,1
wraith,1
demonstrable,7
pertinacious,7
emend,1
laggard,2
waffle,1
loquacious,5
venial,1
peon,1
effulgence,5
lode,1
fanfare,2
dilettante,5
pusillanimous,8
ingrained,4
quagmire,3
reprobation,6
mannered,3
squeamish,4
proclivity,5
miserly,2
vapid,1
mercurial,4
perspicuous,6
nonplus,2
enamor,1
hackneyed,4
spate,1
pedagogue,4
acme,1
masticate,4
sinecure,3
indite,1
emetic,1
temporize,4
unimpeachable,8
genesis,2
mordant,2
smattering,5
suavity,2
stentorian,5
junket,1
appurtenance,7
nostrum,2
immure,1
astringent,5
unfaltering,6
tutelage,3
testator,3
elysian,2
fulminate,4
fractious,4
pummel,1
manumit,2
unexceptionable,10
triumvirate,6
sybarite,3
jibe,1
magisterial,6
roseate,2
obloquy,2
hoodwink,3
striate,2
arrogate,3
rarefied,3
chary,1
credo,1
superannuated,8
impolitic,4
aspersion,4
abysmal,2
poignancy,4
stilted,2
effete,1
provender,4
endemic,2
jocund,1
